█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█
█,▒,▒,▒,▒, ,▒,▒,▒,▒,▒,▒, ,▒,▒,▒, ,▒,▒,█,ᴗ,▒,▒,▒,▒,▒,▒,▒,▒,▒,K,▒,▒,▒,▒,O,█,█,█,█,█,█,█,█,█,█,█,█,█,█,▒,▒,▒,▒,▒, ,R,R,R,R,X,█
█,▒,▒,▒,▒,R,▒,▒,▒,▒,▒,▒,R,▒,▒,▒,R,▒,▒,█, ,r,r,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,█,█,█,█,█,█,█,█,█,█,█,█,█,▒,▒,▒,▒,▒,▒,▒,█,█,█,█,r,█
█,▒,▒,█,█,█,█,█,▒,▒,█,█,█,█,█,█,█,▒,▒,█,▒,▒,█,█,█,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,R,█,█,█,█,█,█,█,█,█,█,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,█,r,█
█,▒,▒,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,█,▒,▒,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,R,R,█,█,█,█,█,█,█,█,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,█, ,█
█,▒,▒,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,█,R, ,█,▒,▒,▒,▒,▒,▒,▒,▒,█,█,█,█,█,█, ,▒, ,R,X,█,█,█,█,█,█,█,ᴗ,r,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,█,▒,█
█,▒,▒,█,▒,▒,▒,▒,▒,I,▒,▒,▒,▒,▒,▒,█,▒,▒,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,█,█,█,█,█, ,r,r,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,█
█,▒,▒,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,█,▒,▒,█,▒,▒,█,█,█,█,▒,▒,▒,M,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,█,█,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,█
█,▒,▒,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,█,▒,▒,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,█, ,r,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,r,T,▒,▒,▒,█
█,▒,▒,█,▒,M,▒,▒,▒,▒,▒,▒,▒,▒,▒,ᴗ,█,R, ,█,▒,▒,▒,▒,▒,▒,▒,▒,█,▒,▒,▒,▒,█,▒,▒,▒,▒,r, ,▒,▒,█,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒,▒, ,▒,▒,▒,▒,█
