█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█
█,,,,,,,,,,,,,,,r,r,?,,,r,r,r,r,█,█,█,,,r,r,R,,,,,▌,1,▐,?,,,,r,r,r,,,█,,,,,,,,,,,,,█
█,,█,█,█,█,█,█,█,█,█,█,M,,█,█,█,█,█,█,█,█,█,█,█,M,█,,,,,,,,,X,█,,█,,,,,,,,,,█,,█,█,█,█,,█,█,█,█,█,,█
█,,▌,2,▐,,,,,,l/,,█,,,,R,R,R,R,R,,,,,,█,,,,,,,,,,C,,█,,,,,ᴗ,,,,,█,,█,,,,,,,,,█,,█
█,,█,,█,,█,█,█,█,█,,█,T,█,█,█,█,█,█,█,█,█,█,█,,l/,,,,,,,,,,█,,█,,,,,,,,,,█,,█,,,,,,,,,█,,█
█,,█,,█,,█,R,,,A,R,█,,█,,X,█,,,,█,,,█,(),█,█,█,█,█,█,█,█,█,█,█,(),█,█,█,█,█,A,█,█,█,█,█,,█,,,,,,,,,█,,█
█,,█,,█,,█,,█,█,█,,█,,█,,,,R,R,R,R,R,R,█,,,,,R,R,r,r,,,,,,█,r,R,,,,,,r,R,█,,█,,r,r,r,,,,,█,,█
█,,S,,█,,l,,█,,,,█,,█,,█,,,,,,,,█,,█,█,█,█,█,█,█,█,█,█,█,,█,,,,▌,3,▐,,,,█,,█,,R,R,R,,,,,█,,█
█,,█,,█,,█,,█,,█,,█,,l/,,█,,█,,█,,█,,█,,█,,,,,,,,,,█,,█,█,█,█,█,█,█,█,█,█,M,,█,,,,,,,,,█,,█
█,,█,,█,?,█,,█,,,,█,,█,,█,,,,,,█,,l/,,█,,,,,,,,,,█,,,,,,,,,,,,,,█,,,,,,,,,█,,█
█,,█,,█,█,█,L/,█,█,█,,█,,█,,,,█,,█,,█,,█,,█,█,,,,,,,,,█,,█,█,█,█,█,█,█,█,█,█,█,,█,,,,,,,,,█,,█
█,,█,,l/,,R,,,,▌,4,▐,,█,,,,,,,,,,█,,,l/,,,,,,,,,█,,█,,X,,▌,5,▐,,?,,█,,█,█,█,█,█,█,█,█,L/,█,,█
█,,█,█,█,█,█,█,█,█,█,█,█,,█,,,,,,,,,,█,,█,█,,,,,,,,█,█,,█,,█,,,,T,,█,,█,,,,,R,R,R,R,█,,█,,█
