█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█
I,,,,,,,,,,,R,,,A,,,,█,,█,,█,,,,,,,,D,,,,,,,,L/,,,,ᴗ,,,,R,R,,,,L/,,,,,R,,,,,█
█,█,█,█,,█,█,█,█,A,█,,,,█,?,█,,,,,,,,,,,,,,█,█,,,█,█,█,█,█,,,,,,,,r,,,,,█,,,,,,,,,,█
█,K,,█,█,█,r,r,r,r,█,,█,,█,█,█,█,█,█,█,█,█,,█,█,█,,,█,█,█,,,,,,,L/,,,,,,█,,█,,,,,█,,█,,,█,█,█,█,X,█
█,,,█,█,█,,,,,█,,,,L/,,,,,,,R,R,,,,,,█,█,X,█,,█,█,█,A,█,█,█,█,█,█,,█,,█,,█,█,█,█,,█,,█,█,M,█,█,,█
█,,,█,█,█,█,,,,█,,█,█,█,,,,,,,,,,█,█,,,█,,,█,,█,R,R,X,█,█,,,,█,,█,,█,,,,l/,,,█,,█,,,,,,█
█,,,,,,█,█,█,A,█,,,,█,,█,█,█,█,█,,█,,,,,█,█,,,█,,█,R,R,█,█,█,,█,,█,,█,,,,,,█,█,█,█,,█,,█,█,█,█,█
█,R,,,,,l/,,,,,,,,█,,,,,,█,,█,,,r,r,█,,,,█,,█,R,R,█,█,█,,█,,█,,,,█,,,,,,,L,,█,,L/,l/,,,█
█,█,█,█,█,█,█,█,█,,█,█,█,,█,,█,M,,,█,,█,,█,█,,,,,,█,,█,█,,,,█,,,,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,,█
█,,,,█,,,,,,█,█,█,,█,,█,█,,,,,,,█,█,,,█,█,,█,,█,█,A,█,█,█,,█,,,T,█,,,,█,,,,█,,,,R,,,,,█
█,K,█,,,,,,,,,,,,l/,,,,,,█,█,█,,,,,,█,█,K,█,,,,X,,,,,█,,,,,,█,,l/,,█,,l,,█,,,,,,,█
█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,D,█
█,,,,,,,,,█,A,,,r,R,R,,█,,,L/,,,,R,R,R,R,R,R,,,,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,,,█
█,,,,r,R,,,,l/,,█,,,,,,█,,,█,,,,,,,,,,,,,,,,█,█,█,█,,,,,,,,,,█,█,█,█,█,█,█,█,█,,,,█
█,,,,,,,,,█,,█,█,█,█,█,█,█,,,█,,,,█,,,,█,,,,,█,█,X,█,█,█,,,,,,,,,,,,█,█,█,█,█,█,█,,,,,█
█,?,,,,,,,M,█,,,,,,,,,,,█,,,,,,█,,,,,,,█,█,█,█,█,,,,r,r,R,R,R,,,,,,█,█,█,█,█,,,r,R,,█
█,█,█,█,█,█,█,█,█,█,,,,,,,,,,,█,,,,█,,,,█,,,,,,l,,l/,,,,,,,ᴗ,,,,,,,,,l,,l/,,,,,,,█
█,,l,,,,,,,,,,r,r,r,,,,,,█,,,,,,,,,,,,,█,█,█,█,█,,,,,,,,,,,,,,█,█,█,█,█,█,,,,,█
█,,█,█,,,,,,,,,,,,,,,,,█,,,,,,,,,,,,,█,█,█,█,█,█,,,,,,,,,,,,█,█,█,█,█,█,█,█,,,,█
