█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█
█,,,,,,,,,█,r,r,,K,█,R,R,,,T,█,█,█,█,█,█,ᴗ,█,█,█,█,█,█,,,,,,█,R,R,,,█,█,█,█,█,█,█,█,,,,,,A,,X,,,█
█,,I,█,█,█,█,█,,A,,,,,█,,,,,,█,X,,,,█,,█,█,█,█,█,█,,,,,,A,,,,,█,,,,,,,,,,,,,█,,,,,█
█,,█,R,R,,?,█,,█,█,█,█,█,█,,,,,,█,r,r,,,S,,,,,,L/,l/,,,,,,█,,,,,█,,,M,,,█,█,█,D,█,█,,█,r,r,,X,█
█,,█,,,,,█,,,,,,L/,l/,,,,,,█,,,,,█,,,,,,█,█,█,█,█,█,S,█,,,,ᴗ,█,,,,,,█,,,,,█,,█,█,█,█,█,█
█,,S,,,,,S, ,,,,,█,█,█,█,█,█,D,█,,,,,█,,,,,,█,?,,,,█,,█,█,█,█,█,█,,,,,,█,,,,,█,,,,,,T,█
█,,█,,,,█,█,,,,,,█,,,,█,█,,█,█,S,█,█,█,,,,,,S,r,r,,,S,,R,R,R,,,,,,,,,█,,,,,█,,,,,,█,█
█,,█,█,█,█,█,█,,,,,,█,,,,,A,,R,R,R,,,,,,,,,█,,,,,█,,,,,,█,█,█,D,█,█,S,█,X,,,,█,,,,,,█,█
█,,R,R,R,,,,,,,,,█,,,,,█,,,,,,█,█,█,█,█,█,S,█,,,,,█,,,,,,█,R,R,,,█,,█,█,█,█,█,█,,,,,,█,█
█,,,,,,█,█,█,█,█,█,D,█,r,r,,,█,,,M,,,A,r,r,r,,█,,█,█,█,█,█,█,,,,,,█,,,,,█,,,,,,,,,,,,,█,█
█,,,,,,█,,,,█,█,,█,█,█,█,█,█,,,,,,█,,,,,█,,,,,,L/,l/,,,,,,█,,,,,█,,,,,,█,█,█,A,█,█,█,█,█
█,,,,,,█,,,,,A,,,,,,L/,l/,,,,,,█,,,,,█,,,,,,█,█,█,D,█,█,S,█,X,,,,█,,,M,,,█,?,,,,█,█,█,█
█,,,,,,█,,,,,█,,,,,,█,█,█,█,█,█,S,█,,,,,A,,,M,,,█,R,R,,,█,,█,█,█,█,█,█,,,,,,█,r,r,,,█,R,K,█
