█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█
█,R,r,,,,█,,,,r,R,█,,,,,,█,,,,,,█,,,,X,█,,,█,X,,,,█,,,M,,,█,,,,,,█,,,,,,█,,,,,,█
█,,,,?,,L/,,,,,,A,,,,,,█,,,,,,,,,,,A,,,█,,,,,,,R,,,,,,,R,r,r,,,,,,,█,,,,,,█
█,,,,,,█,,,,,ᴗ,█,,,,,,█,,,,,,█,,,,,█,,,█,,R,,,█,,,R,,,█,,,,,,,,,,,,,,,,,,█
█,█,█,█,█,S,█,█,█,█,█,█,█,█,█,,█,█,█,█,█,█,█,█,█,█,█,,█,█,,,█,█,█,█,█,█,█,█,█,█,,█,█,█,█,█,█,█,█,█,█,█,█,,█,█,█,█,█,█
█,R,R,R,R,,█,,,,R,,█,,,,,,█,,,ᴗ,R,,█,,,,,█,,,█,,,,,█,,,R,,,█,R,█,,█,ᴗ,█,,,R,R,,,,,,,,█
█,,,,,,l/,,,,,,,,,,,,,,,,,,█,,,,,█,,,█,,,,,,,,█,█,█,█,,█,,,,█,,█,█,█,█,█,█,█,█,█,,█
█,,,,,,█,,,,,,█,,,,,,█,,,,,,█,,,,,█,,,█,,,,,█,,,,,,,,,,█,,█,,,,,,,,,,,,█
█,█,█,,█,█,█,█,█,,█,█,█,█,█,█,█,█,█,█,█,,█,█,█,█,█,,█,█,,,█,█,█,█,█,█,█,█,█,█,█,,█,█,█,█,█,█,█,█,█,█,█,,█,█,█,█,█,█
█,,,,,,█,,,,,,█,,,,,,█,,,,,,█,,,,,█,,,█,█,█,█,,█,█,█,█,█,,,,,R,R,,█,,,,,,,,,,,,█
█,,,?,,,█,,,,,,,,,,,,█,,,,,,,,,,,S,,,█,O,█,,,,,█,█,,,█,█,,,,,█,,,,,,,,█,,,,█
█,,,,,,█,,,,,,█,,,,,M,█,,,,,,█,,,,,█,,,█,,,,,█,,,,,,█,,,█,█,█,█,T,,,,,,,█,,,,█
█,█,█,█,█,█,█,█,█,,█,█,█,█,█,█,█,█,█,█,█,,█,█,█,█,█,█,█,█,,,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,,█,█,█,█,█
█,R,R,,,,█,,,,,,█,█,█,█,█,█,█,,,,█,█,█,,,,,█,,,█,,,,,,,,,,,█,,,,,,,,█,█,█,█,M,,,,,,█
█,,,,,,,,,,,,█,,,,,,,,,,,,,,,,T,█,R,R,█,X,R,R,,█,,█,,█,,█,,█,,█,,█,,,,,,,,,,,,█
