█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█
█,,,,,,r,r,r,r,r,r,,,,,,,,,,,█,,,,D,R,,l/,,,l,,r,r,,l,,,R,R,R,R,,,,█,,,█,ᴗ,,,,,,,,,,█
█,,,,,,,,,,,,,,,,,,,,,,,,,,█,,,█,█,█,█,,,,,█,,,,,,█,█,█,,,,,,,,█,█,,,,,,,█
█,,,,,,,,,,,,,,,,,,,,,,,,,,█,,█,█,█,█,█,█,,,,█,█,█,,,,,,█,,,█,█,█,,,,█,,,,,,,█
█,,,,,,,,,,,,,,,,,,,,,,,,,,█,█,█,ᴗ,,,,█,█,█,,,,█,█,█,X,,,,,,█,,,,,,,,,,,,,█
█,,,,,,,,,,,,,,,,,,,,,,,,█,█,█,,,,,,,,,█,█,█,,,,█,█,█,,,,,,,,█,,█,,,█,█,█,█,,█
█,,,,,,,,,,,,,,,,,,,,,,█,█,█,,,,,,,,,,,,,█,█,█,,,,█,█,█,█,█,█,,,,K,,,,█,,,l/,,█
█,,,,,,,,,,,,,,,,,,,,█,█,█,,,,,,,R,R,R,R,,,,,,,█,█,█,,,,,?,,█,,,█,,█,,,█,,,█,,█
█,█,█,,,,,,,,,,,,,,,,█,█,█,,l/,,,,█,,,,,,,,,█,,,,l/,,█,█,█,,,,,█,█,,,,,,,█,,,█,█,█
█,,l/,,,,,,,,,,,,,,█,█,█,,,,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,,,,█,█,█,,,,█,█,█,,,,█,█,,,l/,,█
█,D,█,█,,,,,,,,,,,█,█,█,,,,,,█,X,,,R,R,R,R,R,R,,,,,,,█,█,,,,,,█,█,█,,,,█,█,█,█,█,,,█,█,D,█
█,,,█,█,,,,,,,,█,█,█,,,,,,,,█,,,,,,,,,,,,,,,,,█,,,,,,,,█,█,█,,,,,,,,█,█,,,█
█,,,,█,█,,,,,█,█,█,,,,,,,,,,█,,,,█,█,,,,,,,█,█,,,,█,,,,,,,,,,█,█,█,,,,,█,█,,,,█
█,,,,,█,█,,█,█,█,█,,,r,r,r,r,,,,,█,,,,█,,,█,█,█,█,,,█,,,,█,,,r,r,r,r,,,,,█,█,█,█,,█,█,,,,,█
█,R,R,R,,,█,█,█,R,,█,,,,,,,,,,,█,,█,,,,,█,I,,█,,,,,█,,█,,,,,,,,,,,█,R,,█,█,█,R,R,R,,,█
█,,,,,,,l/,,,,D,,,,,,,,,,,l/,,█,,,,,l/,,,l,,,,,█,,l,,,,,,,,,,,D,,,,l/,,,,,,,█
█,,,,,,,█,,,,█,,,,,,,,,,,█,,█,,,,,█,█,█,█,,,,,█,,█,,,,,,,,,,,█,,,,█,,,,,,,█
█,,,,,K,█,█,█,,,█,,,,,,,,,,,█,,,,█,,,,,M,,,,█,,,,█,,,,,,,,,,,█,,,█,█,█,K,,,,,█
█,,,,,█,█,,█,█,█,█,X,,,,,,,,,,█,,,,█,,,,,,,,,█,,,,█,,,,,,,,,,X,█,█,█,█,,█,█,,,,,█
█,,,,█,█,,,,,█,█,█,,,,,,,,,,█,,,,█,█,█,,,,,█,█,█,,,,█,,,,,,,,,,█,█,█,,,,,█,█,,,,█
█,,,█,█,,,R,R,R,R,,█,█,█,,,,,,,,█,,,,,,,,,,,,,,,K,,█,,,,,,,,█,█,█,,,,,,,,█,█,,,█
█,D,█,█,,,█,,,,,,,,█,█,█,,,,,,█,█,,,,,,,,,,,,,,,X,█,,,,,,█,█,█,,,,,,,,,,,█,█,D,█
█,,l/,,,,█,█,,,,,,,L/,,█,█,█,,,,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,,,,█,█,█,,,,,,,,,,,,,,l/,,█
█,█,█,,,,,█,█,,,,,,█,,,,█,█,█,,l/,,,,█,,,,,,,,,█,,,,l/,,█,█,█,,,,█,█,█,A,█,█,█,,,,,,█,█,█
█,,,,,,,,█,█,,,█,█,█,,,,,,█,█,█,,,,,,,R,R,R,R,,,,,,,█,█,█,,,,,,█,r,r,,,,█,,,,,,,,█
█,,,█,,,,,,,,,█,,,,,,,,,,█,█,█,,,,,,,,,,,,,█,█,█,,,,,,,,█,,,,,,█,,,,,,,,█
█,,,█,█,█,█,,,,█,█,█,,,,,,█,,,,,,█,█,█,,,,,,,,,█,█,█,,,r,r,r,r,r,r,,█,,,?,,,█,K,,,,,,,█
█,,,,,,█,,,,█,K,,,█,█,█,,█,,,,█,,,,█,█,█,?,,,ᴗ,█,█,█,█,,,,,,,,,,,█,,,,,,█,,,,,,,,█
█,,█,,,,█,,█,█,█,,,,,,,,█,█,█,,█,█,,,,,█,█,█,█,█,█,R,,█,,,,,,,,,,,█,,,,,,█,,,,,,,,█
█,,█,█,,,,,█,,,,,,,,,,,?,█,r,r,r,,,,,,█,█,█,█,,,,█,,,,,,,,,,,█,█,█,A,█,█,█,,,,,,,,█
█,,,,,,,,L/,,,,,,,,,,,,,,,,,,,,,l/,,,l,,,,D,,,,,,,,,,,?,,,,,,,,,,,,,,O
█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█
